case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re2ss_user_loss_1,RE2-SS,loss,clear,user,step2,python:strength+py2:rule,user,True,False,,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step1,python:strength,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step1,python:onset,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_latency (2.45),shape adservice_mem (10.6); shape adservice_latency (2.45),,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step2,python:strength+py2:naive,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step2,python:strength+py2:rule,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step1,python:strength,checkoutservice,True,False,,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step1,python:onset,recommendationservice,False,False,,3,"log_new [Recv ListRecommendations] product_ids=['<n>E92ZMYYFZ', 'L9E (0->3); log_oneoff 3459 log_oneoff lines (3459 patterns)",shape checkoutservice_mem (12.77); shape checkoutservice_socket (1.33),,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step2,python:strength+py2:naive,checkoutservice,True,False,,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),victim,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step2,python:strength+py2:rule,checkoutservice,True,False,,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),victim,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step1,python:strength,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step1,python:onset,ts-config-mongo,False,False,,3,shape ts-config-mongo_mem (1.04),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,python:strength+py2:naive,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),victim,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,python:strength+py2:rule,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),victim,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step1,python:strength,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step1,python:onset,ts-admin-basic-info-service,False,False,,10,quiet ts-admin-basic-info-service log volume (22.8->17.6 lines/min); shape ts-admin-basic-info-service_cpu (1.2),quiet ts-order-service log volume (300.6->167.3 lines/min); shape ts-order-service_socket (1.54),,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,python:strength+py2:naive,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),victim,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,python:strength+py2:rule,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),victim,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step1,python:strength,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step1,python:onset,productcatalogservice,False,False,,4,shape productcatalogservice_cpu (1.1); shape productcatalogservice_workload (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,python:strength+py2:naive,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),unknown,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,python:strength+py2:rule,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),unknown,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step1,python:strength,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step1,python:onset,orders-db,False,False,,2,shape orders-db_socket (2.5); shape orders-db_cpu (1.03),"quiet carts log volume (175.7->162.3 lines/min); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,python:strength+py2:naive,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,python:strength+py2:rule,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,direct,direct:gemma4:26b,carts,True,False,high,1,"The carts service shows a massive spike in connection errors and socket activity starting at t=0, followed by a restart (indicated by Spring Boot initialization logs and a quiet period), which explains the subsequent connection churn in carts-db and the cascading errors in the front-end.","The carts service shows a massive spike in connection errors and socket activity starting at t=0, followed by a restart (indicated by Spring Boot initialization logs and a quiet period), which explains the subsequent connection churn in carts-db and the cascading errors in the front-end.",,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,3011,226,51.92,18050,,gemma4:26b,False,4608
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,direct,direct:gemma4:26b,carts-db,False,False,high,,"The carts-db service experienced a socket drop and connection churn at t=0, which caused the carts service to lose its connection to the database, subsequently triggering errors in the carts and front-end services.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,2943,252,60.7,13728,,gemma4:26b,False,4608
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,direct,direct:gemma4:26b,orders,True,False,high,1,"The orders service began emitting a high volume of JsonMappingException errors due to conflicting setter definitions, which subsequently caused 400 errors in the front-end.","The orders service began emitting a high volume of JsonMappingException errors due to conflicting setter definitions, which subsequently caused 400 errors in the front-end.",,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,3299,187,40.02,17918,,gemma4:26b,False,5120
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,direct,direct:gemma4:26b,queue-master,False,False,high,,"The queue-master service experienced a total collapse in log volume and vanished error/info logs related to AFUNIXSocketException, which caused the shipping service to go quiet and the orders service to receive null payment responses.",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,orders error-seconds rise,2/3,2989,299,43.08,17896,,gemma4:26b,False,4608
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,direct,direct:gemma4:26b,orders,False,False,medium,,"The front-end logs show a transition from 500 Internal Server Errors to 406 Not Acceptable errors specifically caused by an InvalidOrderException in the orders controller, indicating the orders service is rejecting requests.",,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,)",front-end log rate change (POST /cart status500 <n> ms - <n>),2/3,2017,275,38.81,17845,,gemma4:26b,False,3584
re2ss_user_loss_1,RE2-SS,loss,clear,user,direct,direct:gemma4:26b,user,True,False,high,1,"The 'user' service shows a massive spike in error rate (0% to 93%) and latency (up to 112x) starting at t=60s, while its underlying datastore 'user-db' shows connection churn, indicating the service itself is failing.","The 'user' service shows a massive spike in error rate (0% to 93%) and latency (up to 112x) starting at t=60s, while its underlying datastore 'user-db' shows connection churn, indicating the service itself is failing.",,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,6008,316,44.28,17871,,gemma4:26b,False,8192
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,direct,direct:gemma4:26b,adservice,True,False,high,1,"The adservice is the only service showing significant, clear increases in CPU, memory, and latency, while all other services show only minor, weak fluctuations or decreases in load.","The adservice is the only service showing significant, clear increases in CPU, memory, and latency, while all other services show only minor, weak fluctuations or decreases in load.",,adservice metric shift (adservice_mem),,1/1,683,140,43.37,18059,,gemma4:26b,False,2048
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,direct,direct:gemma4:26b,recommendationservice,False,False,high,,"The recommendationservice shows a massive surge in log volume and new log patterns starting exactly at t=0, which precedes or coincides with the resource spikes in other services.",,,checkoutservice metric shift (checkoutservice_mem),checkoutservice presence change (checkoutservice_diskio),1/2,8176,243,46.61,17871,,gemma4:26b,False,10752
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,direct,direct:gemma4:26b,ts-order-service,True,False,high,1,"The ts-order-service shows massive, clear increases in CPU usage and latency, while other services show only negligible or downward shifts in metrics.","The ts-order-service shows massive, clear increases in CPU usage and latency, while other services show only negligible or downward shifts in metrics.",,ts-order-service metric shift (ts-order-service_cpu),,1/1,1719,154,42.19,18053,,gemma4:26b,False,3072
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,direct,direct:gemma4:26b,ts-auth-service,False,False,high,,"The auth-service shows a massive influx of new log patterns (token generation) starting around 190s, which correlates with the latency spikes and service disruptions seen in downstream services like order-service and seat-service.",,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,7808,299,36.73,2899,,gemma4:26b,False,10240
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,direct,direct:gemma4:26b,recommendationservice,False,False,high,,"The recommendationservice shows a clear step change in 90th percentile latency, while other services show only weak or negligible changes.",,,,cartservice metric shift (cartservice_latency-90),0/1,631,81,21.31,196,,gemma4:26b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,direct,direct:gemma4:26b,orders-db,False,False,high,,"The orders-db experienced a clear step change down in socket connections at t=0, which correlates with the subsequent IllegalStateException errors in the orders service and 500 errors in the front-end.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,2349,264,23.09,192,,gemma4:26b,False,4096
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:naive+py3:top1,carts,True,False,medium,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:naive+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569)","no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569)",victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+py3:top1,carts,True,False,high,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+py3:role,carts,True,False,high,1,step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
