case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re2ss_user_loss_1,RE2-SS,loss,clear,user,step2,python:strength+py2:rule,user,True,False,,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step1,python:strength,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step1,python:onset,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_latency (2.45),shape adservice_mem (10.6); shape adservice_latency (2.45),,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step2,python:strength+py2:naive,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step2,python:strength+py2:rule,adservice,True,False,,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step1,python:strength,checkoutservice,True,False,,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step1,python:onset,recommendationservice,False,False,,3,"log_new [Recv ListRecommendations] product_ids=['<n>E92ZMYYFZ', 'L9E (0->3); log_oneoff 3459 log_oneoff lines (3459 patterns)",shape checkoutservice_mem (12.77); shape checkoutservice_socket (1.33),,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step2,python:strength+py2:naive,checkoutservice,True,False,,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),victim,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step2,python:strength+py2:rule,checkoutservice,True,False,,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),victim,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step1,python:strength,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step1,python:onset,ts-config-mongo,False,False,,3,shape ts-config-mongo_mem (1.04),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,python:strength+py2:naive,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),victim,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,python:strength+py2:rule,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),victim,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step1,python:strength,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step1,python:onset,ts-admin-basic-info-service,False,False,,10,quiet ts-admin-basic-info-service log volume (22.8->17.6 lines/min); shape ts-admin-basic-info-service_cpu (1.2),quiet ts-order-service log volume (300.6->167.3 lines/min); shape ts-order-service_socket (1.54),,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,python:strength+py2:naive,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),victim,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,python:strength+py2:rule,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),victim,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step1,python:strength,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step1,python:onset,productcatalogservice,False,False,,4,shape productcatalogservice_cpu (1.1); shape productcatalogservice_workload (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,python:strength+py2:naive,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),unknown,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,python:strength+py2:rule,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),unknown,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step1,python:strength,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step1,python:onset,orders-db,False,False,,2,shape orders-db_socket (2.5); shape orders-db_cpu (1.03),"quiet carts log volume (175.7->162.3 lines/min); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,python:strength+py2:naive,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,python:strength+py2:rule,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step1,llm:qwen2.5-coder:7b-nothink-shuffled,front-end,False,False,,2,High error rates and significant log rate increases.,New error log and significant log rate increase.,,carts WARN 'POST not supported'; carts error-seconds rise,carts goes quiet (restart),2/3,2838,699,20.72,18199,,qwen2.5-coder:7b,False,4608
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,front-end,False,False,,2,High error rates and significant log rate increases.,New error log and significant log rate increase.,victim,carts WARN 'POST not supported'; carts error-seconds rise,carts goes quiet (restart),2/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,front-end,False,False,,2,High error rates and significant log rate increases.,New error log and significant log rate increase.,origin,carts WARN 'POST not supported'; carts error-seconds rise,carts goes quiet (restart),2/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,python:strength+llm2:qwen2.5-coder:7b,carts,True,False,,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),unlisted,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,1428,391,9.58,13282,,qwen2.5-coder:7b,False,3072
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,front-end,False,False,,2,High error rates and significant log rate increases.,New error log and significant log rate increase.,origin,carts WARN 'POST not supported'; carts error-seconds rise,carts goes quiet (restart),2/3,793,290,8.17,13518,,qwen2.5-coder:7b,False,2048
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,carts,True,False,high,1,"The symptom detection ranked 'carts' as the origin, and it has a high error rate and log warnings indicating issues with handling POST requests.","The symptom detection ranked 'carts' as the origin, and it has a high error rate and log warnings indicating issues with handling POST requests.",origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,979,53,5.17,13574,,qwen2.5-coder:7b,False,2560
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,payment,False,False,high,,"The payment service has a symptom of a vanished log entry with a method 'Authorise' that resulted in a false outcome, indicating it is the origin of the fault.",,,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,969,57,1.02,13541,,qwen2.5-coder:7b,False,2560
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,carts,True,False,high,1,"The carts service has new error logs and a significant increase in log rate, indicating it is the origin of the fault.","The carts service has new error logs and a significant increase in log rate, indicating it is the origin of the fault.",origin,carts WARN 'POST not supported'; carts error-seconds rise,carts goes quiet (restart),2/3,406,48,4.97,13546,,qwen2.5-coder:7b,False,1536
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,front-end,False,False,high,,"The front-end service has the highest error rates and significant log rate increases, indicating it is likely the origin of the fault.",,,carts WARN 'POST not supported'; carts error-seconds rise,carts goes quiet (restart),2/3,420,49,0.72,13602,,qwen2.5-coder:7b,False,1536
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step1,llm:qwen2.5-coder:7b-nothink-shuffled,carts-db,False,False,,2,Socket issues and error rate indicate a potential connectivity or database problem.,High error rate and socket issues suggest a functional issue affecting multiple services.,,carts error-rate rise (carts_error),carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),1/3,2777,631,13.03,13602,,qwen2.5-coder:7b,False,4608
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,carts-db,False,False,,2,Socket issues and error rate indicate a potential connectivity or database problem.,High error rate and socket issues suggest a functional issue affecting multiple services.,victim,carts error-rate rise (carts_error),carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),1/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,carts-db,False,False,,2,Socket issues and error rate indicate a potential connectivity or database problem.,High error rate and socket issues suggest a functional issue affecting multiple services.,victim,carts error-rate rise (carts_error),carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),1/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,python:strength+llm2:qwen2.5-coder:7b,carts,True,False,,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),unlisted,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,1353,432,10.03,13282,,qwen2.5-coder:7b,False,3072
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,carts-db,False,False,,2,Socket issues and error rate indicate a potential connectivity or database problem.,High error rate and socket issues suggest a functional issue affecting multiple services.,victim,carts error-rate rise (carts_error),carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),1/3,761,267,7.86,13518,,qwen2.5-coder:7b,False,2048
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,carts,True,False,high,1,"The symptom detection and dependency tracing indicate that the error rate in the carts service has significantly increased, and there are log entries related to a 'PageNotFound' error. This suggests that the fault originated in the carts service.","The symptom detection and dependency tracing indicate that the error rate in the carts service has significantly increased, and there are log entries related to a 'PageNotFound' error. This suggests that the fault originated in the carts service.",victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,884,68,1.16,13573,,qwen2.5-coder:7b,False,2048
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,orders,False,False,high,,"The logs indicate that the 'orders' service received a payment and then experienced an error, which is consistent with the fault starting there.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,869,50,0.88,13573,,qwen2.5-coder:7b,False,2048
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,carts-db,False,False,high,,"The carts-db service has socket issues and error rate symptoms, indicating a potential connectivity or database problem. This is the earliest service in the symptom detection ranking and is likely the origin of the fault.",,,carts error-rate rise (carts_error),carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),1/3,395,64,5.11,13568,,qwen2.5-coder:7b,False,1536
