case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,direct,direct:qwen2.5-coder:7b,recommendationservice,False,False,high,,"The recommendationservice showed a step change in latency-90, indicating a significant issue that likely originated the fault.",,,,cartservice metric shift (cartservice_latency-90),0/1,611,208,6.99,12889,,qwen2.5-coder:7b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,direct,direct:qwen2.5-coder:7b,orders,False,False,high,,"The orders service shows a significant increase in error seconds and a rate change in error logs, indicating a failure in the service itself.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,2187,288,8.48,13475,,qwen2.5-coder:7b,False,3584
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,direct,direct:gemma4:26b,carts,True,False,high,1,"The carts service shows a massive spike in connection errors and socket activity starting at t=0, followed by a restart (indicated by Spring Boot initialization logs and a quiet period), which explains the subsequent connection churn in carts-db and the cascading errors in the front-end.","The carts service shows a massive spike in connection errors and socket activity starting at t=0, followed by a restart (indicated by Spring Boot initialization logs and a quiet period), which explains the subsequent connection churn in carts-db and the cascading errors in the front-end.",,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,3011,226,51.77,18134,,gemma4:26b,False,4608
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,direct,direct:gemma4:26b,carts-db,False,False,high,,"The carts-db service experienced a socket drop and connection churn at t=0, which caused the carts service to lose its connection to the database, subsequently triggering errors in the carts and front-end services.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,2943,252,6.15,415,,gemma4:26b,False,4608
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,direct,direct:gemma4:26b,orders,True,False,high,1,"The orders service began emitting a high volume of JsonMappingException errors due to conflicting setter definitions, which subsequently caused 400 errors in the front-end.","The orders service began emitting a high volume of JsonMappingException errors due to conflicting setter definitions, which subsequently caused 400 errors in the front-end.",,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,3299,187,22.6,415,,gemma4:26b,False,5120
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,direct,direct:gemma4:26b,queue-master,False,False,high,,"The queue-master service experienced a total collapse in log volume and vanished error/info logs related to AFUNIXSocketException, which caused the shipping service to go quiet and the orders service to receive null payment responses.",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,orders error-seconds rise,2/3,2989,299,23.5,409,,gemma4:26b,False,4608
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,direct,direct:gemma4:26b,orders,False,False,medium,,"The front-end logs show a transition from 500 Internal Server Errors to 406 Not Acceptable errors specifically caused by an InvalidOrderException in the orders controller, indicating the orders service is rejecting requests.",,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,)",front-end log rate change (POST /cart status500 <n> ms - <n>),2/3,2017,275,21.36,419,,gemma4:26b,False,3584
re2ss_user_loss_1,RE2-SS,loss,clear,user,direct,direct:gemma4:26b,user,True,False,high,1,"The 'user' service shows a massive spike in error rate (0% to 93%) and latency (up to 112x) starting at t=60s, while its underlying datastore 'user-db' shows connection churn, indicating the service itself is failing.","The 'user' service shows a massive spike in error rate (0% to 93%) and latency (up to 112x) starting at t=60s, while its underlying datastore 'user-db' shows connection churn, indicating the service itself is failing.",,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,6008,316,25.05,263,,gemma4:26b,False,8192
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,direct,direct:gemma4:26b,adservice,True,False,high,1,"The adservice is the only service showing significant, clear increases in CPU, memory, and latency, while all other services show only minor, weak fluctuations or decreases in load.","The adservice is the only service showing significant, clear increases in CPU, memory, and latency, while all other services show only minor, weak fluctuations or decreases in load.",,adservice metric shift (adservice_mem),,1/1,683,140,19.04,345,,gemma4:26b,False,2048
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,direct,direct:gemma4:26b,recommendationservice,False,False,high,,"The recommendationservice shows a massive surge in log volume and new log patterns starting exactly at t=0, which precedes or coincides with the resource spikes in other services.",,,checkoutservice metric shift (checkoutservice_mem),checkoutservice presence change (checkoutservice_diskio),1/2,8176,243,25.37,295,,gemma4:26b,False,10752
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,direct,direct:gemma4:26b,ts-order-service,True,False,high,1,"The ts-order-service shows massive, clear increases in CPU usage and latency, while other services show only negligible or downward shifts in metrics.","The ts-order-service shows massive, clear increases in CPU usage and latency, while other services show only negligible or downward shifts in metrics.",,ts-order-service metric shift (ts-order-service_cpu),,1/1,1719,154,20.11,293,,gemma4:26b,False,3072
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,direct,direct:gemma4:26b,ts-auth-service,False,False,high,,"The auth-service shows a massive influx of new log patterns (token generation) starting around 190s, which correlates with the latency spikes and service disruptions seen in downstream services like order-service and seat-service.",,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,7808,299,25.91,275,,gemma4:26b,False,10240
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,direct,direct:gemma4:26b,recommendationservice,False,False,high,,"The recommendationservice shows a clear step change in 90th percentile latency, while other services show only weak or negligible changes.",,,,cartservice metric shift (cartservice_latency-90),0/1,631,81,18.65,288,,gemma4:26b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,direct,direct:gemma4:26b,orders-db,False,False,high,,"The orders-db experienced a clear step change down in socket connections at t=0, which correlates with the subsequent IllegalStateException errors in the orders service and 500 errors in the front-end.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,2349,264,21.57,286,,gemma4:26b,False,4096
